ciudad_origen,ciudad_destino,horario_inicio,horario_final,dia_inicio,tipo,dia_final,duracion_viaje,precio
Betanzos,Oseiro,18:01:00,18:08:00,2024-10-28,tren,2024-10-28,7.0,6.39
Oseiro,Miño,18:08:00,18:12:00,2024-10-28,tren,2024-10-28,4.0,5.7
Miño,Pontedeume,18:12:00,18:17:00,2024-10-28,tren,2024-10-28,5.0,5.93
Pontedeume,Cabanas,18:19:00,18:21:00,2024-10-28,tren,2024-10-28,2.0,5.23
Cabanas,Fene,18:21:00,18:30:00,2024-10-28,tren,2024-10-28,9.0,6.86
Fene,Ferrol,18:30:00,18:41:00,2024-10-28,tren,2024-10-28,11.0,7.32
Ourense,Monforte de Lemos,12:30:00,13:16:00,2024-10-28,tren,2024-10-28,46.0,15.44
Monforte de Lemos,Sarria,13:16:00,13:46:00,2024-10-28,tren,2024-10-28,30.0,11.73
Sarria,Lugo,13:46:00,14:16:00,2024-10-28,tren,2024-10-28,30.0,11.73
Lugo,Sarria,14:25:00,14:55:00,2024-10-28,tren,2024-10-28,30.0,11.73
Sarria,Monforte de Lemos,14:55:00,15:26:00,2024-10-28,tren,2024-10-28,31.0,11.96
Monforte de Lemos,Ourense,15:26:00,16:15:00,2024-10-28,tren,2024-10-28,49.0,16.14
Ourense,Maside,16:47:00,17:07:00,2024-10-28,tren,2024-10-28,20.0,9.41
Maside,O Carballiño,17:07:00,17:12:00,2024-10-28,tren,2024-10-28,5.0,5.93
O Carballiño,O Irixo,17:13:00,17:26:00,2024-10-28,tren,2024-10-28,13.0,7.78
O Irixo,Lalín,17:26:00,17:38:00,2024-10-28,tren,2024-10-28,12.0,7.55
Lalín,Santiago de Compostela,17:39:00,18:27:00,2024-10-28,tren,2024-10-28,48.0,15.91
O Carballiño,Ourense,07:50:00,08:14:00,2024-10-28,tren,2024-10-28,24.0,10.34
Ourense,O Carballiño,14:30:00,14:55:00,2024-10-28,tren,2024-10-28,25.0,10.57
O Carballiño,Ourense,15:00:00,15:27:00,2024-10-28,tren,2024-10-28,27.0,11.03
Santiago de Compostela,Lalín,18:40:00,19:28:00,2024-10-28,tren,2024-10-28,48.0,15.91
Lalín,O Irixo,19:29:00,19:41:00,2024-10-28,tren,2024-10-28,12.0,7.55
O Irixo,O Carballiño,19:41:00,19:55:00,2024-10-28,tren,2024-10-28,14.0,8.02
O Carballiño,Maside,19:56:00,20:00:00,2024-10-28,tren,2024-10-28,4.0,5.7
Maside,Ourense,20:00:00,20:21:00,2024-10-28,tren,2024-10-28,21.0,9.64
Ourense,O Carballiño,21:13:00,21:34:00,2024-10-28,tren,2024-10-28,21.0,9.64
Sevilla,Dos Hermanas,06:45:00,06:53:00,2024-10-28,tren,2024-10-28,8.0,6.62
Dos Hermanas,Utrera,06:54:00,07:04:00,2024-10-28,tren,2024-10-28,10.0,7.09
Utrera,Lebrija,07:05:00,07:28:00,2024-10-28,tren,2024-10-28,23.0,10.11
Lebrija,Jerez de la Frontera,07:29:00,07:38:00,2024-10-28,tren,2024-10-28,9.0,6.86
Jerez de la Frontera,El Puerto de Santa María,07:46:00,07:55:00,2024-10-28,tren,2024-10-28,9.0,6.86
El Puerto de Santa María,Puerto Real,07:56:00,08:03:00,2024-10-28,tren,2024-10-28,7.0,6.39
Puerto Real,San Fernando,08:04:00,08:11:00,2024-10-28,tren,2024-10-28,7.0,6.39
San Fernando,Cádiz,08:12:00,08:26:00,2024-10-28,tren,2024-10-28,14.0,8.02
Sevilla,Dos Hermanas,06:45:00,06:53:00,2024-11-02,tren,2024-11-02,8.0,6.62
Dos Hermanas,Utrera,06:54:00,07:04:00,2024-11-02,tren,2024-11-02,10.0,7.09
Utrera,Lebrija,07:05:00,07:28:00,2024-11-02,tren,2024-11-02,23.0,10.11
Lebrija,Jerez de la Frontera,07:29:00,07:38:00,2024-11-02,tren,2024-11-02,9.0,6.86
Jerez de la Frontera,El Puerto de Santa María,07:46:00,07:55:00,2024-11-02,tren,2024-11-02,9.0,6.86
El Puerto de Santa María,Puerto Real,07:56:00,08:03:00,2024-11-02,tren,2024-11-02,7.0,6.39
Puerto Real,San Fernando,08:04:00,08:11:00,2024-11-02,tren,2024-11-02,7.0,6.39
San Fernando,Cádiz,08:12:00,08:26:00,2024-11-02,tren,2024-11-02,14.0,8.02
Sevilla,Dos Hermanas,06:45:00,06:53:00,2024-12-10,tren,2024-12-10,8.0,6.62
Dos Hermanas,Utrera,06:54:00,07:04:00,2024-12-10,tren,2024-12-10,10.0,7.09
Utrera,Lebrija,07:05:00,07:28:00,2024-12-10,tren,2024-12-10,23.0,10.11
Lebrija,Jerez de la Frontera,07:29:00,07:38:00,2024-12-10,tren,2024-12-10,9.0,6.86
Jerez de la Frontera,El Puerto de Santa María,07:46:00,07:55:00,2024-12-10,tren,2024-12-10,9.0,6.86
El Puerto de Santa María,Puerto Real,07:56:00,08:03:00,2024-12-10,tren,2024-12-10,7.0,6.39
Puerto Real,San Fernando,08:04:00,08:11:00,2024-12-10,tren,2024-12-10,7.0,6.39
San Fernando,Cádiz,08:12:00,08:26:00,2024-12-10,tren,2024-12-10,14.0,8.02
Cádiz,San Fernando,05:46:00,05:52:00,2024-10-28,tren,2024-10-28,6.0,6.16
San Fernando,Puerto Real,05:53:00,06:00:00,2024-10-28,tren,2024-10-28,7.0,6.39
Puerto Real,El Puerto de Santa María,06:01:00,06:07:00,2024-10-28,tren,2024-10-28,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,06:08:00,06:16:00,2024-10-28,tren,2024-10-28,8.0,6.62
Jerez de la Frontera,Lebrija,06:24:00,06:34:00,2024-10-28,tren,2024-10-28,10.0,7.09
Lebrija,Las Cabezas de San Juan,06:35:00,06:46:00,2024-10-28,tren,2024-10-28,11.0,7.32
Las Cabezas de San Juan,Utrera,06:47:00,07:01:00,2024-10-28,tren,2024-10-28,14.0,8.02
Utrera,Dos Hermanas,07:02:00,07:11:00,2024-10-28,tren,2024-10-28,9.0,6.86
Dos Hermanas,Sevilla,07:12:00,07:21:00,2024-10-28,tren,2024-10-28,9.0,6.86
Sevilla,Lora del Río,07:35:00,08:08:00,2024-10-28,tren,2024-10-28,33.0,12.43
Lora del Río,Peñaflor,08:09:00,08:23:00,2024-10-28,tren,2024-10-28,14.0,8.02
Peñaflor,Palma del Río,08:24:00,08:29:00,2024-10-28,tren,2024-10-28,5.0,5.93
Palma del Río,Posadas,08:30:00,08:48:00,2024-10-28,tren,2024-10-28,18.0,8.95
Posadas,Córdoba,08:49:00,09:10:00,2024-10-28,tren,2024-10-28,21.0,9.64
Córdoba,Villa del Río,09:14:00,10:00:00,2024-10-28,tren,2024-10-28,46.0,15.44
Villa del Río,Andújar,10:01:00,10:23:00,2024-10-28,tren,2024-10-28,22.0,9.87
Andújar,Espeluy,10:24:00,10:38:00,2024-10-28,tren,2024-10-28,14.0,8.02
Espeluy,Jaén,10:39:00,11:05:00,2024-10-28,tren,2024-10-28,26.0,10.8
Cádiz,San Fernando,05:46:00,05:52:00,2024-11-02,tren,2024-11-02,6.0,6.16
San Fernando,Puerto Real,05:53:00,06:00:00,2024-11-02,tren,2024-11-02,7.0,6.39
Puerto Real,El Puerto de Santa María,06:01:00,06:07:00,2024-11-02,tren,2024-11-02,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,06:08:00,06:16:00,2024-11-02,tren,2024-11-02,8.0,6.62
Jerez de la Frontera,Lebrija,06:24:00,06:34:00,2024-11-02,tren,2024-11-02,10.0,7.09
Lebrija,Las Cabezas de San Juan,06:35:00,06:46:00,2024-11-02,tren,2024-11-02,11.0,7.32
Las Cabezas de San Juan,Utrera,06:47:00,07:01:00,2024-11-02,tren,2024-11-02,14.0,8.02
Utrera,Dos Hermanas,07:02:00,07:11:00,2024-11-02,tren,2024-11-02,9.0,6.86
Dos Hermanas,Sevilla,07:12:00,07:21:00,2024-11-02,tren,2024-11-02,9.0,6.86
Sevilla,Lora del Río,07:35:00,08:08:00,2024-11-02,tren,2024-11-02,33.0,12.43
Lora del Río,Peñaflor,08:09:00,08:23:00,2024-11-02,tren,2024-11-02,14.0,8.02
Peñaflor,Palma del Río,08:24:00,08:29:00,2024-11-02,tren,2024-11-02,5.0,5.93
Palma del Río,Posadas,08:30:00,08:48:00,2024-11-02,tren,2024-11-02,18.0,8.95
Posadas,Córdoba,08:49:00,09:10:00,2024-11-02,tren,2024-11-02,21.0,9.64
Córdoba,Villa del Río,09:14:00,10:00:00,2024-11-02,tren,2024-11-02,46.0,15.44
Villa del Río,Andújar,10:01:00,10:23:00,2024-11-02,tren,2024-11-02,22.0,9.87
Andújar,Espeluy,10:24:00,10:38:00,2024-11-02,tren,2024-11-02,14.0,8.02
Espeluy,Jaén,10:39:00,11:05:00,2024-11-02,tren,2024-11-02,26.0,10.8
Cádiz,San Fernando,05:46:00,05:52:00,2024-12-10,tren,2024-12-10,6.0,6.16
San Fernando,Puerto Real,05:53:00,06:00:00,2024-12-10,tren,2024-12-10,7.0,6.39
Puerto Real,El Puerto de Santa María,06:01:00,06:07:00,2024-12-10,tren,2024-12-10,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,06:08:00,06:16:00,2024-12-10,tren,2024-12-10,8.0,6.62
Jerez de la Frontera,Lebrija,06:24:00,06:34:00,2024-12-10,tren,2024-12-10,10.0,7.09
Lebrija,Las Cabezas de San Juan,06:35:00,06:46:00,2024-12-10,tren,2024-12-10,11.0,7.32
Las Cabezas de San Juan,Utrera,06:47:00,07:01:00,2024-12-10,tren,2024-12-10,14.0,8.02
Utrera,Dos Hermanas,07:02:00,07:11:00,2024-12-10,tren,2024-12-10,9.0,6.86
Dos Hermanas,Sevilla,07:12:00,07:21:00,2024-12-10,tren,2024-12-10,9.0,6.86
Sevilla,Lora del Río,07:35:00,08:08:00,2024-12-10,tren,2024-12-10,33.0,12.43
Lora del Río,Peñaflor,08:09:00,08:23:00,2024-12-10,tren,2024-12-10,14.0,8.02
Peñaflor,Palma del Río,08:24:00,08:29:00,2024-12-10,tren,2024-12-10,5.0,5.93
Palma del Río,Posadas,08:30:00,08:48:00,2024-12-10,tren,2024-12-10,18.0,8.95
Posadas,Córdoba,08:49:00,09:10:00,2024-12-10,tren,2024-12-10,21.0,9.64
Córdoba,Villa del Río,09:14:00,10:00:00,2024-12-10,tren,2024-12-10,46.0,15.44
Villa del Río,Andújar,10:01:00,10:23:00,2024-12-10,tren,2024-12-10,22.0,9.87
Andújar,Espeluy,10:24:00,10:38:00,2024-12-10,tren,2024-12-10,14.0,8.02
Espeluy,Jaén,10:39:00,11:05:00,2024-12-10,tren,2024-12-10,26.0,10.8
Sevilla,Dos Hermanas,07:48:00,07:57:00,2024-10-28,tren,2024-10-28,9.0,6.86
Dos Hermanas,Lebrija,07:58:00,08:29:00,2024-10-28,tren,2024-10-28,31.0,11.96
Lebrija,Jerez de la Frontera,08:30:00,08:45:00,2024-10-28,tren,2024-10-28,15.0,8.25
Jerez de la Frontera,El Puerto de Santa María,08:46:00,08:54:00,2024-10-28,tren,2024-10-28,8.0,6.62
El Puerto de Santa María,Puerto Real,08:55:00,09:02:00,2024-10-28,tren,2024-10-28,7.0,6.39
Puerto Real,San Fernando,09:03:00,09:10:00,2024-10-28,tren,2024-10-28,7.0,6.39
San Fernando,Cádiz,09:11:00,09:23:00,2024-10-28,tren,2024-10-28,12.0,7.55
Sevilla,Dos Hermanas,07:48:00,07:57:00,2024-11-04,tren,2024-11-04,9.0,6.86
Dos Hermanas,Lebrija,07:58:00,08:29:00,2024-11-04,tren,2024-11-04,31.0,11.96
Lebrija,Jerez de la Frontera,08:30:00,08:45:00,2024-11-04,tren,2024-11-04,15.0,8.25
Jerez de la Frontera,El Puerto de Santa María,08:46:00,08:54:00,2024-11-04,tren,2024-11-04,8.0,6.62
El Puerto de Santa María,Puerto Real,08:55:00,09:02:00,2024-11-04,tren,2024-11-04,7.0,6.39
Puerto Real,San Fernando,09:03:00,09:10:00,2024-11-04,tren,2024-11-04,7.0,6.39
San Fernando,Cádiz,09:11:00,09:23:00,2024-11-04,tren,2024-11-04,12.0,7.55
Sevilla,Dos Hermanas,07:48:00,07:57:00,2024-12-02,tren,2024-12-02,9.0,6.86
Dos Hermanas,Lebrija,07:58:00,08:29:00,2024-12-02,tren,2024-12-02,31.0,11.96
Lebrija,Jerez de la Frontera,08:30:00,08:45:00,2024-12-02,tren,2024-12-02,15.0,8.25
Jerez de la Frontera,El Puerto de Santa María,08:46:00,08:54:00,2024-12-02,tren,2024-12-02,8.0,6.62
El Puerto de Santa María,Puerto Real,08:55:00,09:02:00,2024-12-02,tren,2024-12-02,7.0,6.39
Puerto Real,San Fernando,09:03:00,09:10:00,2024-12-02,tren,2024-12-02,7.0,6.39
San Fernando,Cádiz,09:11:00,09:23:00,2024-12-02,tren,2024-12-02,12.0,7.55
Sevilla,Dos Hermanas,07:48:00,07:57:00,2024-12-09,tren,2024-12-09,9.0,6.86
Dos Hermanas,Lebrija,07:58:00,08:29:00,2024-12-09,tren,2024-12-09,31.0,11.96
Lebrija,Jerez de la Frontera,08:30:00,08:45:00,2024-12-09,tren,2024-12-09,15.0,8.25
Jerez de la Frontera,El Puerto de Santa María,08:46:00,08:54:00,2024-12-09,tren,2024-12-09,8.0,6.62
El Puerto de Santa María,Puerto Real,08:55:00,09:02:00,2024-12-09,tren,2024-12-09,7.0,6.39
Puerto Real,San Fernando,09:03:00,09:10:00,2024-12-09,tren,2024-12-09,7.0,6.39
San Fernando,Cádiz,09:11:00,09:23:00,2024-12-09,tren,2024-12-09,12.0,7.55
Cádiz,San Fernando,06:45:00,06:55:00,2024-10-28,tren,2024-10-28,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-10-28,tren,2024-10-28,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-10-28,tren,2024-10-28,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-10-28,tren,2024-10-28,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-10-28,tren,2024-10-28,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-10-28,tren,2024-10-28,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-10-28,tren,2024-10-28,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-10-28,tren,2024-10-28,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-10-28,tren,2024-10-28,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-10-28,tren,2024-10-28,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-10-28,tren,2024-10-28,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-10-28,tren,2024-10-28,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-10-28,tren,2024-10-28,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-10-28,tren,2024-10-28,24.0,10.34
Cádiz,San Fernando,06:45:00,06:55:00,2024-11-02,tren,2024-11-02,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-11-02,tren,2024-11-02,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-11-02,tren,2024-11-02,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-11-02,tren,2024-11-02,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-11-02,tren,2024-11-02,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-11-02,tren,2024-11-02,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-11-02,tren,2024-11-02,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-11-02,tren,2024-11-02,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-11-02,tren,2024-11-02,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-11-02,tren,2024-11-02,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-11-02,tren,2024-11-02,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-11-02,tren,2024-11-02,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-11-02,tren,2024-11-02,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-11-02,tren,2024-11-02,24.0,10.34
Cádiz,San Fernando,06:45:00,06:55:00,2024-12-10,tren,2024-12-10,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-12-10,tren,2024-12-10,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-12-10,tren,2024-12-10,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-12-10,tren,2024-12-10,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-12-10,tren,2024-12-10,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-12-10,tren,2024-12-10,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-12-10,tren,2024-12-10,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-12-10,tren,2024-12-10,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-12-10,tren,2024-12-10,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-12-10,tren,2024-12-10,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-12-10,tren,2024-12-10,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-12-10,tren,2024-12-10,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-12-10,tren,2024-12-10,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-12-10,tren,2024-12-10,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-11-02,tren,2024-11-02,42.0,14.51
Villa del Río,Andújar,11:07:00,11:28:00,2024-11-02,tren,2024-11-02,21.0,9.64
Andújar,Espeluy,11:29:00,11:43:00,2024-11-02,tren,2024-11-02,14.0,8.02
Espeluy,Jaén,11:44:00,12:08:00,2024-11-02,tren,2024-11-02,24.0,10.34
Cádiz,San Fernando,06:45:00,06:55:00,2024-12-06,tren,2024-12-06,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-12-06,tren,2024-12-06,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-12-06,tren,2024-12-06,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-12-06,tren,2024-12-06,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-12-06,tren,2024-12-06,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-12-06,tren,2024-12-06,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-12-06,tren,2024-12-06,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-12-06,tren,2024-12-06,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-12-06,tren,2024-12-06,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-12-06,tren,2024-12-06,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-12-06,tren,2024-12-06,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-12-06,tren,2024-12-06,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-12-06,tren,2024-12-06,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-12-06,tren,2024-12-06,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-12-06,tren,2024-12-06,42.0,14.51
Villa del Río,Andújar,11:07:00,11:28:00,2024-12-06,tren,2024-12-06,21.0,9.64
Andújar,Espeluy,11:29:00,11:43:00,2024-12-06,tren,2024-12-06,14.0,8.02
Espeluy,Jaén,11:44:00,12:08:00,2024-12-06,tren,2024-12-06,24.0,10.34
Cádiz,San Fernando,06:45:00,06:55:00,2024-12-07,tren,2024-12-07,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-12-07,tren,2024-12-07,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-12-07,tren,2024-12-07,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-12-07,tren,2024-12-07,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-12-07,tren,2024-12-07,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-12-07,tren,2024-12-07,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-12-07,tren,2024-12-07,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-12-07,tren,2024-12-07,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-12-07,tren,2024-12-07,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-12-07,tren,2024-12-07,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-12-07,tren,2024-12-07,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-12-07,tren,2024-12-07,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-12-07,tren,2024-12-07,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-12-07,tren,2024-12-07,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-12-07,tren,2024-12-07,42.0,14.51
Villa del Río,Andújar,11:07:00,11:28:00,2024-12-07,tren,2024-12-07,21.0,9.64
Andújar,Espeluy,11:29:00,11:43:00,2024-12-07,tren,2024-12-07,14.0,8.02
Espeluy,Jaén,11:44:00,12:08:00,2024-12-07,tren,2024-12-07,24.0,10.34
Cádiz,San Fernando,06:45:00,06:55:00,2024-12-09,tren,2024-12-09,10.0,7.09
San Fernando,Puerto Real,06:56:00,07:03:00,2024-12-09,tren,2024-12-09,7.0,6.39
Puerto Real,El Puerto de Santa María,07:04:00,07:10:00,2024-12-09,tren,2024-12-09,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,07:11:00,07:19:00,2024-12-09,tren,2024-12-09,8.0,6.62
Jerez de la Frontera,Lebrija,07:28:00,07:38:00,2024-12-09,tren,2024-12-09,10.0,7.09
Lebrija,Las Cabezas de San Juan,07:39:00,07:50:00,2024-12-09,tren,2024-12-09,11.0,7.32
Las Cabezas de San Juan,Utrera,07:51:00,08:05:00,2024-12-09,tren,2024-12-09,14.0,8.02
Utrera,Dos Hermanas,08:06:00,08:15:00,2024-12-09,tren,2024-12-09,9.0,6.86
Dos Hermanas,Sevilla,08:16:00,08:25:00,2024-12-09,tren,2024-12-09,9.0,6.86
Sevilla,Lora del Río,08:41:00,09:14:00,2024-12-09,tren,2024-12-09,33.0,12.43
Lora del Río,Peñaflor,09:15:00,09:29:00,2024-12-09,tren,2024-12-09,14.0,8.02
Peñaflor,Palma del Río,09:30:00,09:35:00,2024-12-09,tren,2024-12-09,5.0,5.93
Palma del Río,Posadas,09:36:00,09:56:00,2024-12-09,tren,2024-12-09,20.0,9.41
Posadas,Córdoba,09:57:00,10:21:00,2024-12-09,tren,2024-12-09,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-12-09,tren,2024-12-09,42.0,14.51
Villa del Río,Andújar,11:07:00,11:28:00,2024-12-09,tren,2024-12-09,21.0,9.64
Andújar,Espeluy,11:29:00,11:43:00,2024-12-09,tren,2024-12-09,14.0,8.02
Espeluy,Jaén,11:44:00,12:08:00,2024-12-09,tren,2024-12-09,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-12-10,tren,2024-12-10,42.0,14.51
Villa del Río,Andújar,11:07:00,11:28:00,2024-12-10,tren,2024-12-10,21.0,9.64
Andújar,Espeluy,11:29:00,11:43:00,2024-12-10,tren,2024-12-10,14.0,8.02
Espeluy,Jaén,11:44:00,12:08:00,2024-12-10,tren,2024-12-10,24.0,10.34
Córdoba,Villa del Río,10:24:00,11:06:00,2024-10-28,tren,2024-10-28,42.0,14.51
Villa del Río,Andújar,11:07:00,11:34:00,2024-10-28,tren,2024-10-28,27.0,11.03
Andújar,Espeluy,11:35:00,11:49:00,2024-10-28,tren,2024-10-28,14.0,8.02
Espeluy,Jaén,11:50:00,12:14:00,2024-10-28,tren,2024-10-28,24.0,10.34
Cádiz,San Fernando,08:40:00,08:50:00,2024-10-28,tren,2024-10-28,10.0,7.09
San Fernando,El Puerto de Santa María,08:51:00,09:04:00,2024-10-28,tren,2024-10-28,13.0,7.78
El Puerto de Santa María,Jerez de la Frontera,09:05:00,09:13:00,2024-10-28,tren,2024-10-28,8.0,6.62
Jerez de la Frontera,Lebrija,09:14:00,09:29:00,2024-10-28,tren,2024-10-28,15.0,8.25
Lebrija,Dos Hermanas,09:30:00,10:04:00,2024-10-28,tren,2024-10-28,34.0,12.66
Dos Hermanas,Sevilla,10:05:00,10:17:00,2024-10-28,tren,2024-10-28,12.0,7.55
Cádiz,San Fernando,09:40:00,09:50:00,2024-10-28,tren,2024-10-28,10.0,7.09
San Fernando,Puerto Real,09:51:00,09:58:00,2024-10-28,tren,2024-10-28,7.0,6.39
Puerto Real,El Puerto de Santa María,09:59:00,10:05:00,2024-10-28,tren,2024-10-28,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,10:06:00,10:14:00,2024-10-28,tren,2024-10-28,8.0,6.62
Jerez de la Frontera,Lebrija,10:23:00,10:33:00,2024-10-28,tren,2024-10-28,10.0,7.09
Lebrija,Dos Hermanas,10:34:00,11:06:00,2024-10-28,tren,2024-10-28,32.0,12.19
Dos Hermanas,Sevilla,11:07:00,11:17:00,2024-10-28,tren,2024-10-28,10.0,7.09
Cádiz,San Fernando,09:40:00,09:50:00,2024-11-02,tren,2024-11-02,10.0,7.09
San Fernando,Puerto Real,09:51:00,09:58:00,2024-11-02,tren,2024-11-02,7.0,6.39
Puerto Real,El Puerto de Santa María,09:59:00,10:05:00,2024-11-02,tren,2024-11-02,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,10:06:00,10:14:00,2024-11-02,tren,2024-11-02,8.0,6.62
Jerez de la Frontera,Lebrija,10:23:00,10:33:00,2024-11-02,tren,2024-11-02,10.0,7.09
Lebrija,Dos Hermanas,10:34:00,11:06:00,2024-11-02,tren,2024-11-02,32.0,12.19
Dos Hermanas,Sevilla,11:07:00,11:17:00,2024-11-02,tren,2024-11-02,10.0,7.09
Cádiz,San Fernando,09:40:00,09:50:00,2024-12-10,tren,2024-12-10,10.0,7.09
San Fernando,Puerto Real,09:51:00,09:58:00,2024-12-10,tren,2024-12-10,7.0,6.39
Puerto Real,El Puerto de Santa María,09:59:00,10:05:00,2024-12-10,tren,2024-12-10,6.0,6.16
El Puerto de Santa María,Jerez de la Frontera,10:06:00,10:14:00,2024-12-10,tren,2024-12-10,8.0,6.62
Jerez de la Frontera,Lebrija,10:23:00,10:33:00,2024-12-10,tren,2024-12-10,10.0,7.09
Lebrija,Dos Hermanas,10:34:00,11:06:00,2024-12-10,tren,2024-12-10,32.0,12.19
Dos Hermanas,Sevilla,11:07:00,11:17:00,2024-12-10,tren,2024-12-10,10.0,7.09
Sevilla,Dos Hermanas,12:48:00,12:57:00,2024-10-28,tren,2024-10-28,9.0,6.86
Dos Hermanas,Utrera,12:58:00,13:07:00,2024-10-28,tren,2024-10-28,9.0,6.86
Utrera,Las Cabezas de San Juan,13:08:00,13:21:00,2024-10-28,tren,2024-10-28,13.0,7.78
