ciudad_origen,ciudad_destino,horario_inicio,horario_final,dia_inicio,tipo,dia_final,duracion_viaje,precio
Villagatón,Magaz de Cepeda,16:21:00,16:28:00,2024-10-28,tren,2024-10-28,7.0,6.39
Magaz de Cepeda,Astorga,16:34:00,16:43:00,2024-10-28,tren,2024-10-28,9.0,6.86
Astorga,San Justo de la Vega,16:44:00,16:48:00,2024-10-28,tren,2024-10-28,4.0,5.7
San Justo de la Vega,Valderrey,16:48:00,16:52:00,2024-10-28,tren,2024-10-28,4.0,5.7
Valderrey,Villarejo de Órbigo,16:52:00,16:58:00,2024-10-28,tren,2024-10-28,6.0,6.16
Villarejo de Órbigo,Santa Marina del Rey,16:58:00,17:02:00,2024-10-28,tren,2024-10-28,4.0,5.7
Santa Marina del Rey,Santovenia de la Valdoncina,17:02:00,17:13:00,2024-10-28,tren,2024-10-28,11.0,7.32
Santovenia de la Valdoncina,León,17:13:00,17:30:00,2024-10-28,tren,2024-10-28,17.0,8.71
León,Santovenia de la Valdoncina,12:30:00,12:41:00,2024-10-28,tren,2024-10-28,11.0,7.32
Santovenia de la Valdoncina,Santa Marina del Rey,12:41:00,12:53:00,2024-10-28,tren,2024-10-28,12.0,7.55
Santa Marina del Rey,Villarejo de Órbigo,12:53:00,12:58:00,2024-10-28,tren,2024-10-28,5.0,5.93
Villarejo de Órbigo,Valderrey,12:58:00,13:09:00,2024-10-28,tren,2024-10-28,11.0,7.32
Valderrey,San Justo de la Vega,13:09:00,13:14:00,2024-10-28,tren,2024-10-28,5.0,5.93
San Justo de la Vega,Astorga,13:14:00,13:21:00,2024-10-28,tren,2024-10-28,7.0,6.39
Astorga,Magaz de Cepeda,13:23:00,13:32:00,2024-10-28,tren,2024-10-28,9.0,6.86
Magaz de Cepeda,Villagatón,13:39:00,13:47:00,2024-10-28,tren,2024-10-28,8.0,6.62
Villagatón,Torre del Bierzo,13:47:00,13:59:00,2024-10-28,tren,2024-10-28,12.0,7.55
Torre del Bierzo,Bembibre,14:08:00,14:16:00,2024-10-28,tren,2024-10-28,8.0,6.62
Bembibre,San Miguel de las Dueñas,14:16:00,14:23:00,2024-10-28,tren,2024-10-28,7.0,6.39
San Miguel de las Dueñas,Compostilla,14:23:00,14:34:00,2024-10-28,tren,2024-10-28,11.0,7.32
Compostilla,San Miguel de las Dueñas,16:33:00,16:42:00,2024-10-28,tren,2024-10-28,9.0,6.86
San Miguel de las Dueñas,Bembibre,16:42:00,16:49:00,2024-10-28,tren,2024-10-28,7.0,6.39
Bembibre,Torre del Bierzo,16:50:00,17:13:00,2024-10-28,tren,2024-10-28,23.0,10.11
Torre del Bierzo,Villagatón,17:13:00,17:29:00,2024-10-28,tren,2024-10-28,16.0,8.48
Villagatón,Magaz de Cepeda,17:29:00,17:36:00,2024-10-28,tren,2024-10-28,7.0,6.39
Magaz de Cepeda,Astorga,17:42:00,17:57:00,2024-10-28,tren,2024-10-28,15.0,8.25
Astorga,San Justo de la Vega,17:58:00,18:02:00,2024-10-28,tren,2024-10-28,4.0,5.7
San Justo de la Vega,Valderrey,18:02:00,18:06:00,2024-10-28,tren,2024-10-28,4.0,5.7
Valderrey,Villarejo de Órbigo,18:06:00,18:12:00,2024-10-28,tren,2024-10-28,6.0,6.16
Villarejo de Órbigo,Santa Marina del Rey,18:12:00,18:17:00,2024-10-28,tren,2024-10-28,5.0,5.93
Santa Marina del Rey,Santovenia de la Valdoncina,18:17:00,18:36:00,2024-10-28,tren,2024-10-28,19.0,9.18
Santovenia de la Valdoncina,León,18:36:00,18:53:00,2024-10-28,tren,2024-10-28,17.0,8.71
León,Villanueva De Las Manzanas,18:58:00,19:13:00,2024-10-28,tren,2024-10-28,15.0,8.25
Villanueva De Las Manzanas,El Burgo Ranero,19:13:00,19:27:00,2024-10-28,tren,2024-10-28,14.0,8.02
El Burgo Ranero,Sahagún,19:27:00,19:38:00,2024-10-28,tren,2024-10-28,11.0,7.32
Sahagún,Grajal de Campos,19:39:00,19:43:00,2024-10-28,tren,2024-10-28,4.0,5.7
Grajal de Campos,Villada,19:43:00,19:50:00,2024-10-28,tren,2024-10-28,7.0,6.39
Villada,Paredes de Nava,19:50:00,20:04:00,2024-10-28,tren,2024-10-28,14.0,8.02
Paredes de Nava,Becerril de Campos,20:04:00,20:09:00,2024-10-28,tren,2024-10-28,5.0,5.93
Becerril de Campos,Grijota,20:09:00,20:16:00,2024-10-28,tren,2024-10-28,7.0,6.39
Grijota,Palencia,20:16:00,20:22:00,2024-10-28,tren,2024-10-28,6.0,6.16
Palencia,Venta de Baños,20:24:00,20:36:00,2024-10-28,tren,2024-10-28,12.0,7.55
Venta de Baños,Dueñas,20:37:00,20:44:00,2024-10-28,tren,2024-10-28,7.0,6.39
Dueñas,Cabezón de Pisuerga,20:44:00,20:55:00,2024-10-28,tren,2024-10-28,11.0,7.32
Cabezón de Pisuerga,Valladolid,20:55:00,21:05:00,2024-10-28,tren,2024-10-28,10.0,7.09
Compostilla,San Miguel de las Dueñas,16:33:00,16:42:00,2024-12-09,tren,2024-12-09,9.0,6.86
San Miguel de las Dueñas,Bembibre,16:42:00,16:49:00,2024-12-09,tren,2024-12-09,7.0,6.39
Bembibre,Torre del Bierzo,16:50:00,17:13:00,2024-12-09,tren,2024-12-09,23.0,10.11
Torre del Bierzo,Villagatón,17:13:00,17:29:00,2024-12-09,tren,2024-12-09,16.0,8.48
Villagatón,Magaz de Cepeda,17:29:00,17:36:00,2024-12-09,tren,2024-12-09,7.0,6.39
Magaz de Cepeda,Astorga,17:42:00,17:57:00,2024-12-09,tren,2024-12-09,15.0,8.25
Astorga,San Justo de la Vega,17:58:00,18:02:00,2024-12-09,tren,2024-12-09,4.0,5.7
San Justo de la Vega,Valderrey,18:02:00,18:06:00,2024-12-09,tren,2024-12-09,4.0,5.7
Valderrey,Villarejo de Órbigo,18:06:00,18:12:00,2024-12-09,tren,2024-12-09,6.0,6.16
Villarejo de Órbigo,Santa Marina del Rey,18:12:00,18:17:00,2024-12-09,tren,2024-12-09,5.0,5.93
Santa Marina del Rey,Santovenia de la Valdoncina,18:17:00,18:36:00,2024-12-09,tren,2024-12-09,19.0,9.18
Santovenia de la Valdoncina,León,18:36:00,18:53:00,2024-12-09,tren,2024-12-09,17.0,8.71
León,Villanueva De Las Manzanas,18:58:00,19:13:00,2024-12-09,tren,2024-12-09,15.0,8.25
Villanueva De Las Manzanas,El Burgo Ranero,19:13:00,19:27:00,2024-12-09,tren,2024-12-09,14.0,8.02
El Burgo Ranero,Sahagún,19:27:00,19:38:00,2024-12-09,tren,2024-12-09,11.0,7.32
Sahagún,Grajal de Campos,19:39:00,19:43:00,2024-12-09,tren,2024-12-09,4.0,5.7
Grajal de Campos,Villada,19:43:00,19:50:00,2024-12-09,tren,2024-12-09,7.0,6.39
Villada,Paredes de Nava,19:50:00,20:04:00,2024-12-09,tren,2024-12-09,14.0,8.02
Paredes de Nava,Becerril de Campos,20:04:00,20:09:00,2024-12-09,tren,2024-12-09,5.0,5.93
Becerril de Campos,Grijota,20:09:00,20:16:00,2024-12-09,tren,2024-12-09,7.0,6.39
Grijota,Palencia,20:16:00,20:22:00,2024-12-09,tren,2024-12-09,6.0,6.16
Palencia,Venta de Baños,20:24:00,20:36:00,2024-12-09,tren,2024-12-09,12.0,7.55
Venta de Baños,Dueñas,20:37:00,20:44:00,2024-12-09,tren,2024-12-09,7.0,6.39
Dueñas,Cabezón de Pisuerga,20:44:00,20:55:00,2024-12-09,tren,2024-12-09,11.0,7.32
Cabezón de Pisuerga,Valladolid,20:55:00,21:05:00,2024-12-09,tren,2024-12-09,10.0,7.09
León,Santovenia de la Valdoncina,17:58:00,18:08:00,2024-10-31,tren,2024-10-31,10.0,7.09
Santovenia de la Valdoncina,Santa Marina del Rey,18:08:00,18:19:00,2024-10-31,tren,2024-10-31,11.0,7.32
Santa Marina del Rey,Villarejo de Órbigo,18:19:00,18:23:00,2024-10-31,tren,2024-10-31,4.0,5.7
Villarejo de Órbigo,Valderrey,18:24:00,18:29:00,2024-10-31,tren,2024-10-31,5.0,5.93
Valderrey,San Justo de la Vega,18:29:00,18:34:00,2024-10-31,tren,2024-10-31,5.0,5.93
San Justo de la Vega,Astorga,18:34:00,18:41:00,2024-10-31,tren,2024-10-31,7.0,6.39
Astorga,Magaz de Cepeda,18:42:00,18:51:00,2024-10-31,tren,2024-10-31,9.0,6.86
Magaz de Cepeda,Villagatón,19:03:00,19:12:00,2024-10-31,tren,2024-10-31,9.0,6.86
Villagatón,Torre del Bierzo,19:13:00,19:24:00,2024-10-31,tren,2024-10-31,11.0,7.32
Torre del Bierzo,Bembibre,19:24:00,19:41:00,2024-10-31,tren,2024-10-31,17.0,8.71
Bembibre,San Miguel de las Dueñas,19:42:00,19:49:00,2024-10-31,tren,2024-10-31,7.0,6.39
San Miguel de las Dueñas,Compostilla,19:49:00,20:00:00,2024-10-31,tren,2024-10-31,11.0,7.32
León,Santovenia de la Valdoncina,17:58:00,18:08:00,2024-11-03,tren,2024-11-03,10.0,7.09
Santovenia de la Valdoncina,Santa Marina del Rey,18:08:00,18:19:00,2024-11-03,tren,2024-11-03,11.0,7.32
Santa Marina del Rey,Villarejo de Órbigo,18:19:00,18:23:00,2024-11-03,tren,2024-11-03,4.0,5.7
Villarejo de Órbigo,Valderrey,18:24:00,18:29:00,2024-11-03,tren,2024-11-03,5.0,5.93
Valderrey,San Justo de la Vega,18:29:00,18:34:00,2024-11-03,tren,2024-11-03,5.0,5.93
San Justo de la Vega,Astorga,18:34:00,18:41:00,2024-11-03,tren,2024-11-03,7.0,6.39
Astorga,Magaz de Cepeda,18:42:00,18:51:00,2024-11-03,tren,2024-11-03,9.0,6.86
Magaz de Cepeda,Villagatón,19:03:00,19:12:00,2024-11-03,tren,2024-11-03,9.0,6.86
Villagatón,Torre del Bierzo,19:13:00,19:24:00,2024-11-03,tren,2024-11-03,11.0,7.32
Torre del Bierzo,Bembibre,19:24:00,19:41:00,2024-11-03,tren,2024-11-03,17.0,8.71
Bembibre,San Miguel de las Dueñas,19:42:00,19:49:00,2024-11-03,tren,2024-11-03,7.0,6.39
San Miguel de las Dueñas,Compostilla,19:49:00,20:00:00,2024-11-03,tren,2024-11-03,11.0,7.32
León,Santovenia de la Valdoncina,17:58:00,18:08:00,2024-12-05,tren,2024-12-05,10.0,7.09
Santovenia de la Valdoncina,Santa Marina del Rey,18:08:00,18:19:00,2024-12-05,tren,2024-12-05,11.0,7.32
Santa Marina del Rey,Villarejo de Órbigo,18:19:00,18:23:00,2024-12-05,tren,2024-12-05,4.0,5.7
Villarejo de Órbigo,Valderrey,18:24:00,18:29:00,2024-12-05,tren,2024-12-05,5.0,5.93
Valderrey,San Justo de la Vega,18:29:00,18:34:00,2024-12-05,tren,2024-12-05,5.0,5.93
San Justo de la Vega,Astorga,18:34:00,18:41:00,2024-12-05,tren,2024-12-05,7.0,6.39
Astorga,Magaz de Cepeda,18:42:00,18:51:00,2024-12-05,tren,2024-12-05,9.0,6.86
Magaz de Cepeda,Villagatón,19:03:00,19:12:00,2024-12-05,tren,2024-12-05,9.0,6.86
Villagatón,Torre del Bierzo,19:13:00,19:24:00,2024-12-05,tren,2024-12-05,11.0,7.32
Torre del Bierzo,Bembibre,19:24:00,19:41:00,2024-12-05,tren,2024-12-05,17.0,8.71
Bembibre,San Miguel de las Dueñas,19:42:00,19:49:00,2024-12-05,tren,2024-12-05,7.0,6.39
San Miguel de las Dueñas,Compostilla,19:49:00,20:00:00,2024-12-05,tren,2024-12-05,11.0,7.32
León,Santovenia de la Valdoncina,17:58:00,18:08:00,2024-12-08,tren,2024-12-08,10.0,7.09
Santovenia de la Valdoncina,Santa Marina del Rey,18:08:00,18:19:00,2024-12-08,tren,2024-12-08,11.0,7.32
Santa Marina del Rey,Villarejo de Órbigo,18:19:00,18:23:00,2024-12-08,tren,2024-12-08,4.0,5.7
Villarejo de Órbigo,Valderrey,18:24:00,18:29:00,2024-12-08,tren,2024-12-08,5.0,5.93
Valderrey,San Justo de la Vega,18:29:00,18:34:00,2024-12-08,tren,2024-12-08,5.0,5.93
San Justo de la Vega,Astorga,18:34:00,18:41:00,2024-12-08,tren,2024-12-08,7.0,6.39
Astorga,Magaz de Cepeda,18:42:00,18:51:00,2024-12-08,tren,2024-12-08,9.0,6.86
Magaz de Cepeda,Villagatón,19:03:00,19:12:00,2024-12-08,tren,2024-12-08,9.0,6.86
Villagatón,Torre del Bierzo,19:13:00,19:24:00,2024-12-08,tren,2024-12-08,11.0,7.32
Torre del Bierzo,Bembibre,19:24:00,19:41:00,2024-12-08,tren,2024-12-08,17.0,8.71
Bembibre,San Miguel de las Dueñas,19:42:00,19:49:00,2024-12-08,tren,2024-12-08,7.0,6.39
San Miguel de las Dueñas,Compostilla,19:49:00,20:00:00,2024-12-08,tren,2024-12-08,11.0,7.32
Compostilla,San Miguel de las Dueñas,17:42:00,17:51:00,2024-10-28,tren,2024-10-28,9.0,6.86
San Miguel de las Dueñas,Bembibre,17:51:00,18:00:00,2024-10-28,tren,2024-10-28,9.0,6.86
Bembibre,Torre del Bierzo,18:01:00,18:09:00,2024-10-28,tren,2024-10-28,8.0,6.62
Torre del Bierzo,Villagatón,18:09:00,18:41:00,2024-10-28,tren,2024-10-28,32.0,12.19
Villagatón,Magaz de Cepeda,18:41:00,18:48:00,2024-10-28,tren,2024-10-28,7.0,6.39
Magaz de Cepeda,Astorga,18:56:00,19:06:00,2024-10-28,tren,2024-10-28,10.0,7.09
Astorga,Villarejo de Órbigo,19:07:00,19:17:00,2024-10-28,tren,2024-10-28,10.0,7.09
Villarejo de Órbigo,León,19:18:00,19:48:00,2024-10-28,tren,2024-10-28,30.0,11.73
Compostilla,Villadepalos,06:15:00,06:25:00,2024-10-28,tren,2024-10-28,10.0,7.09
Villadepalos,Toral de los Vados,06:25:00,06:28:00,2024-10-28,tren,2024-10-28,3.0,5.46
Toral de los Vados,Rubiá,06:28:00,06:37:00,2024-10-28,tren,2024-10-28,9.0,6.86
Rubiá,Sobradelo,06:44:00,06:52:00,2024-10-28,tren,2024-10-28,8.0,6.62
Sobradelo,O Barco,06:52:00,06:58:00,2024-10-28,tren,2024-10-28,6.0,6.16
O Barco,Vilamartín de Valdeorras,06:58:00,07:04:00,2024-10-28,tren,2024-10-28,6.0,6.16
Vilamartín de Valdeorras,A Rúa,07:04:00,07:09:00,2024-10-28,tren,2024-10-28,5.0,5.93
A Rúa,Quiroga,07:09:00,07:18:00,2024-10-28,tren,2024-10-28,9.0,6.86
Quiroga,San Clodio,07:18:00,07:33:00,2024-10-28,tren,2024-10-28,15.0,8.25
San Clodio,Monforte de Lemos,07:33:00,08:01:00,2024-10-28,tren,2024-10-28,28.0,11.27
Monforte de Lemos,Ourense,08:10:00,09:00:00,2024-10-28,tren,2024-10-28,50.0,16.37
Monforte de Lemos,Sober,08:10:00,08:20:00,2024-10-28,tren,2024-10-28,10.0,7.09
Sober,Nogueira de Ramuín,08:27:00,08:33:00,2024-10-28,tren,2024-10-28,6.0,6.16
Nogueira de Ramuín,A Peroxa,08:33:00,08:37:00,2024-10-28,tren,2024-10-28,4.0,5.7
A Peroxa,Coles,08:37:00,08:46:00,2024-10-28,tren,2024-10-28,9.0,6.86
Coles,Ourense,08:46:00,09:00:00,2024-10-28,tren,2024-10-28,14.0,8.02
León,Santovenia de la Valdoncina,07:05:00,07:17:00,2024-10-28,tren,2024-10-28,12.0,7.55
Santovenia de la Valdoncina,Santa Marina del Rey,07:17:00,07:31:00,2024-10-28,tren,2024-10-28,14.0,8.02
Santa Marina del Rey,Villarejo de Órbigo,07:31:00,07:35:00,2024-10-28,tren,2024-10-28,4.0,5.7
Villarejo de Órbigo,Valderrey,07:35:00,07:40:00,2024-10-28,tren,2024-10-28,5.0,5.93
Valderrey,San Justo de la Vega,07:40:00,07:43:00,2024-10-28,tren,2024-10-28,3.0,5.46
San Justo de la Vega,Astorga,07:43:00,07:49:00,2024-10-28,tren,2024-10-28,6.0,6.16
Astorga,Magaz de Cepeda,07:51:00,07:59:00,2024-10-28,tren,2024-10-28,8.0,6.62
Magaz de Cepeda,Villagatón,08:06:00,08:14:00,2024-10-28,tren,2024-10-28,8.0,6.62
Villagatón,Torre del Bierzo,08:14:00,08:25:00,2024-10-28,tren,2024-10-28,11.0,7.32
Torre del Bierzo,Bembibre,08:34:00,08:42:00,2024-10-28,tren,2024-10-28,8.0,6.62
Bembibre,San Miguel de las Dueñas,08:42:00,08:50:00,2024-10-28,tren,2024-10-28,8.0,6.62
San Miguel de las Dueñas,Compostilla,08:50:00,09:00:00,2024-10-28,tren,2024-10-28,10.0,7.09
Ourense,Ribadavia,10:05:00,10:24:00,2024-10-28,tren,2024-10-28,19.0,9.18
Ribadavia,Crecente,10:24:00,10:34:00,2024-10-28,tren,2024-10-28,10.0,7.09
Crecente,O Pazo,10:49:00,10:57:00,2024-10-28,tren,2024-10-28,8.0,6.62
O Pazo,Arbo,10:57:00,11:03:00,2024-10-28,tren,2024-10-28,6.0,6.16
Arbo,As Neves,11:03:00,11:08:00,2024-10-28,tren,2024-10-28,5.0,5.93
As Neves,Salvaterra de Miño,11:08:00,11:14:00,2024-10-28,tren,2024-10-28,6.0,6.16
Salvaterra de Miño,Tui,11:14:00,11:21:00,2024-10-28,tren,2024-10-28,7.0,6.39
Tui,O Porriño,11:27:00,11:37:00,2024-10-28,tren,2024-10-28,10.0,7.09
O Porriño,Redondela,11:37:00,11:50:00,2024-10-28,tren,2024-10-28,13.0,7.78
Redondela,Vigo,11:50:00,12:05:00,2024-10-28,tren,2024-10-28,15.0,8.25
Monforte de Lemos,Sarria,07:11:00,07:41:00,2024-10-28,tren,2024-10-28,30.0,11.73
Sarria,Lugo,07:47:00,08:13:00,2024-10-28,tren,2024-10-28,26.0,10.8
Lugo,Rábade,08:15:00,08:32:00,2024-10-28,tren,2024-10-28,17.0,8.71
Rábade,Begonte,08:32:00,08:46:00,2024-10-28,tren,2024-10-28,14.0,8.02
Begonte,Guitiriz,08:46:00,08:52:00,2024-10-28,tren,2024-10-28,6.0,6.16
Guitiriz,Curtis,08:58:00,09:10:00,2024-10-28,tren,2024-10-28,12.0,7.55
Curtis,Oza-Cesuras,09:20:00,09:24:00,2024-10-28,tren,2024-10-28,4.0,5.7
Oza-Cesuras,Oza,09:30:00,09:35:00,2024-10-28,tren,2024-10-28,5.0,5.93
Oza,Betanzos,09:35:00,09:44:00,2024-10-28,tren,2024-10-28,9.0,6.86
Betanzos,Cambre,09:46:00,09:54:00,2024-10-28,tren,2024-10-28,8.0,6.62
Cambre,Culleredo,09:58:00,10:01:00,2024-10-28,tren,2024-10-28,3.0,5.46
Culleredo,A Coruña,10:01:00,10:08:00,2024-10-28,tren,2024-10-28,7.0,6.39
A Coruña,Culleredo,19:49:00,19:57:00,2024-10-28,tren,2024-10-28,8.0,6.62
Culleredo,Cambre,20:00:00,20:04:00,2024-10-28,tren,2024-10-28,4.0,5.7
Cambre,Betanzos,20:08:00,20:15:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Oza,20:16:00,20:23:00,2024-10-28,tren,2024-10-28,7.0,6.39
Oza,Oza-Cesuras,20:23:00,20:28:00,2024-10-28,tren,2024-10-28,5.0,5.93
Oza-Cesuras,Curtis,20:34:00,20:39:00,2024-10-28,tren,2024-10-28,5.0,5.93
Curtis,Guitiriz,20:54:00,21:05:00,2024-10-28,tren,2024-10-28,11.0,7.32
Guitiriz,Begonte,21:09:00,21:15:00,2024-10-28,tren,2024-10-28,6.0,6.16
Begonte,Rábade,21:15:00,21:27:00,2024-10-28,tren,2024-10-28,12.0,7.55
Rábade,Lugo,21:28:00,21:42:00,2024-10-28,tren,2024-10-28,14.0,8.02
Lugo,Sarria,21:46:00,22:16:00,2024-10-28,tren,2024-10-28,30.0,11.73
Sarria,Monforte de Lemos,22:23:00,22:56:00,2024-10-28,tren,2024-10-28,33.0,12.43
A Coruña,Culleredo,07:12:00,07:18:00,2024-10-28,tren,2024-10-28,6.0,6.16
Culleredo,Cambre,07:18:00,07:22:00,2024-10-28,tren,2024-10-28,4.0,5.7
Cambre,Betanzos,07:27:00,07:34:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Oza,07:35:00,07:43:00,2024-10-28,tren,2024-10-28,8.0,6.62
Oza,Oza-Cesuras,07:43:00,07:48:00,2024-10-28,tren,2024-10-28,5.0,5.93
Oza-Cesuras,Curtis,07:54:00,07:59:00,2024-10-28,tren,2024-10-28,5.0,5.93
Curtis,Guitiriz,08:08:00,08:16:00,2024-10-28,tren,2024-10-28,8.0,6.62
Guitiriz,Begonte,08:21:00,08:26:00,2024-10-28,tren,2024-10-28,5.0,5.93
Begonte,Rábade,08:26:00,08:35:00,2024-10-28,tren,2024-10-28,9.0,6.86
Rábade,Lugo,08:35:00,08:52:00,2024-10-28,tren,2024-10-28,17.0,8.71
Lugo,Sarria,08:54:00,09:14:00,2024-10-28,tren,2024-10-28,20.0,9.41
Sarria,Monforte de Lemos,09:21:00,09:54:00,2024-10-28,tren,2024-10-28,33.0,12.43
Monforte de Lemos,Ourense,10:00:00,10:50:00,2024-10-28,tren,2024-10-28,50.0,16.37
Ourense,Monforte de Lemos,19:40:00,20:42:00,2024-10-28,tren,2024-10-28,62.0,19.16
Monforte de Lemos,Sarria,20:42:00,21:15:00,2024-10-28,tren,2024-10-28,33.0,12.43
Sarria,Lugo,21:22:00,21:46:00,2024-10-28,tren,2024-10-28,24.0,10.34
Lugo,Rábade,21:48:00,21:59:00,2024-10-28,tren,2024-10-28,11.0,7.32
Rábade,Begonte,21:59:00,22:08:00,2024-10-28,tren,2024-10-28,9.0,6.86
Begonte,Guitiriz,22:08:00,22:14:00,2024-10-28,tren,2024-10-28,6.0,6.16
Guitiriz,Curtis,22:19:00,22:29:00,2024-10-28,tren,2024-10-28,10.0,7.09
Curtis,Oza-Cesuras,22:38:00,22:43:00,2024-10-28,tren,2024-10-28,5.0,5.93
Oza-Cesuras,Oza,22:49:00,22:54:00,2024-10-28,tren,2024-10-28,5.0,5.93
Oza,Betanzos,22:54:00,23:02:00,2024-10-28,tren,2024-10-28,8.0,6.62
Betanzos,Cambre,23:03:00,23:22:00,2024-10-28,tren,2024-10-28,19.0,9.18
Cambre,Culleredo,23:26:00,23:30:00,2024-10-28,tren,2024-10-28,4.0,5.7
Culleredo,A Coruña,23:30:00,23:38:00,2024-10-28,tren,2024-10-28,8.0,6.62
A Coruña,Culleredo,06:36:00,06:43:00,2024-10-28,tren,2024-10-28,7.0,6.39
Culleredo,Cambre,06:43:00,06:50:00,2024-10-28,tren,2024-10-28,7.0,6.39
Cambre,Betanzos,06:54:00,07:01:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Oseiro,07:10:00,07:17:00,2024-10-28,tren,2024-10-28,7.0,6.39
Oseiro,Miño,07:17:00,07:20:00,2024-10-28,tren,2024-10-28,3.0,5.46
Miño,Pontedeume,07:20:00,07:25:00,2024-10-28,tren,2024-10-28,5.0,5.93
Pontedeume,Cabanas,07:26:00,07:28:00,2024-10-28,tren,2024-10-28,2.0,5.23
Cabanas,Fene,07:28:00,07:37:00,2024-10-28,tren,2024-10-28,9.0,6.86
Fene,Ferrol,07:37:00,07:49:00,2024-10-28,tren,2024-10-28,12.0,7.55
Ferrol,Cabanas,08:40:00,08:58:00,2024-10-28,tren,2024-10-28,18.0,8.95
Cabanas,Pontedeume,08:58:00,09:00:00,2024-10-28,tren,2024-10-28,2.0,5.23
Pontedeume,Betanzos,09:01:00,09:16:00,2024-10-28,tren,2024-10-28,15.0,8.25
Betanzos,Oseiro,11:39:00,11:46:00,2024-10-28,tren,2024-10-28,7.0,6.39
Oseiro,Miño,11:46:00,11:49:00,2024-10-28,tren,2024-10-28,3.0,5.46
Miño,Pontedeume,11:50:00,11:54:00,2024-10-28,tren,2024-10-28,4.0,5.7
Pontedeume,Cabanas,11:55:00,11:57:00,2024-10-28,tren,2024-10-28,2.0,5.23
Cabanas,Fene,11:58:00,12:06:00,2024-10-28,tren,2024-10-28,8.0,6.62
Fene,Ferrol,12:07:00,12:18:00,2024-10-28,tren,2024-10-28,11.0,7.32
Ferrol,Neda,14:10:00,14:17:00,2024-10-28,tren,2024-10-28,7.0,6.39
Neda,Fene,14:17:00,14:20:00,2024-10-28,tren,2024-10-28,3.0,5.46
Fene,Cabanas,14:22:00,14:29:00,2024-10-28,tren,2024-10-28,7.0,6.39
Cabanas,Pontedeume,14:30:00,14:31:00,2024-10-28,tren,2024-10-28,1.0,5.0
Pontedeume,Miño,14:32:00,14:37:00,2024-10-28,tren,2024-10-28,5.0,5.93
Miño,Oseiro,14:38:00,14:41:00,2024-10-28,tren,2024-10-28,3.0,5.46
Oseiro,Betanzos,14:42:00,14:49:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Culleredo,15:01:00,15:13:00,2024-10-28,tren,2024-10-28,12.0,7.55
Culleredo,A Coruña,15:18:00,15:24:00,2024-10-28,tren,2024-10-28,6.0,6.16
A Coruña,Culleredo,15:09:00,15:16:00,2024-10-28,tren,2024-10-28,7.0,6.39
Culleredo,Betanzos,15:16:00,15:28:00,2024-10-28,tren,2024-10-28,12.0,7.55
Betanzos,Oseiro,15:43:00,15:49:00,2024-10-28,tren,2024-10-28,6.0,6.16
Oseiro,Miño,15:50:00,15:53:00,2024-10-28,tren,2024-10-28,3.0,5.46
Miño,Pontedeume,15:54:00,15:59:00,2024-10-28,tren,2024-10-28,5.0,5.93
Pontedeume,Cabanas,16:00:00,16:02:00,2024-10-28,tren,2024-10-28,2.0,5.23
Cabanas,Fene,16:02:00,16:09:00,2024-10-28,tren,2024-10-28,7.0,6.39
Fene,Neda,16:12:00,16:15:00,2024-10-28,tren,2024-10-28,3.0,5.46
Neda,Ferrol,16:16:00,16:23:00,2024-10-28,tren,2024-10-28,7.0,6.39
Ferrol,Fene,17:18:00,17:29:00,2024-10-28,tren,2024-10-28,11.0,7.32
Fene,Cabanas,17:29:00,17:38:00,2024-10-28,tren,2024-10-28,9.0,6.86
Cabanas,Pontedeume,17:38:00,17:40:00,2024-10-28,tren,2024-10-28,2.0,5.23
Pontedeume,Miño,17:41:00,17:46:00,2024-10-28,tren,2024-10-28,5.0,5.93
Miño,Oseiro,17:46:00,17:50:00,2024-10-28,tren,2024-10-28,4.0,5.7
Oseiro,Betanzos,17:50:00,17:57:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Culleredo,18:14:00,18:26:00,2024-10-28,tren,2024-10-28,12.0,7.55
Culleredo,A Coruña,18:26:00,18:33:00,2024-10-28,tren,2024-10-28,7.0,6.39
Ferrol,Fene,19:30:00,19:40:00,2024-10-28,tren,2024-10-28,10.0,7.09
Fene,Cabanas,19:40:00,19:49:00,2024-10-28,tren,2024-10-28,9.0,6.86
Cabanas,Pontedeume,19:49:00,19:51:00,2024-10-28,tren,2024-10-28,2.0,5.23
Pontedeume,Miño,19:52:00,19:57:00,2024-10-28,tren,2024-10-28,5.0,5.93
Miño,Oseiro,19:57:00,20:01:00,2024-10-28,tren,2024-10-28,4.0,5.7
Oseiro,Betanzos,20:01:00,20:08:00,2024-10-28,tren,2024-10-28,7.0,6.39
Betanzos,Cambre,20:19:00,20:26:00,2024-10-28,tren,2024-10-28,7.0,6.39
Cambre,Culleredo,20:30:00,20:37:00,2024-10-28,tren,2024-10-28,7.0,6.39
Culleredo,A Coruña,20:37:00,20:44:00,2024-10-28,tren,2024-10-28,7.0,6.39
A Coruña,Culleredo,17:26:00,17:33:00,2024-10-28,tren,2024-10-28,7.0,6.39
Culleredo,Betanzos,17:34:00,17:47:00,2024-10-28,tren,2024-10-28,13.0,7.78
